연번,시도,시군구,읍면동,주    소,전화번호,실제_기관명_전화_AI,D열과의 매핑여부,팩스번호,실제_기관명_팩스_AI,I열과의 매핑여부,팩스전송결과(250711),팩스전송_성공여부,우선순위_케이스,Phase0_성공여부,Phase0_전화매칭,Phase0_팩스매칭,Phase0_신뢰도,전화_매칭_유형,팩스_매칭_유형,최종_결과,오류_메시지
1126,울산,중구,병영2동행정복지센터,울산광역시 중구 병영성7길 9,052-290-4720,052-290-4720은 울산 중구 병영2동 주민센터의 전화번호입니다,,052-290-4729,052-290-4729은 울산 중구 병영2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1127,울산,중구,약사동행정복지센터,울산광역시 중구 평산4길 38,052-290-4740,052-290-4740은 울산 중구 약사동 주민센터의 전화번호입니다,,052-290-4749,052-290-4749은 울산 중구 약사동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1130,울산,남구,신정3동행정복지센터,울산광역시 남구 월평로103번길 18,052-226-2793,052-226-2793은 울산 남구 신정3동 주민센터의 전화번호입니다,,052-209-4279,052-209-4279은 울산 동구 전하1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1132,울산,남구,신정5동행정복지센터,울산광역시 남구 월평로 147,052-226-2795,052-226-2795은 울산 남구 신정5동 주민센터의 전화번호입니다,,052-209-4399,052-209-4399은 울산 동구 남목2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1133,울산,남구,달동행정복지센터,울산광역시 남구 돋질로92번길 28,052-290-4620,052-290-4620은 울산 중구 중앙동 주민센터의 전화번호입니다,,052-209-4429,052-209-4429은 울산 동구 남목3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1134,울산,남구,삼산동행정복지센터,울산광역시 남구 삼산중로131번길 36,052-226-2797,052-226-2797은 울산 남구 삼산동 주민센터의 전화번호입니다,,052-224-1030,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1135,울산,남구,삼호동행정복지센터,울산광역시 남구 삼호로 15,052-290-4516,,,052-290-4529,052-290-4529은 울산 중구 반구1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1137,울산,남구,옥동행정복지센터,울산광역시 남구 문수로369번길 5,052-226-2800,052-226-2800은 울산 남구 옥동 주민센터의 전화번호입니다,,052-209-4399,052-209-4399은 울산 동구 남목2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1138,울산,남구,야음장생포동행정복지센터,울산광역시 남구 여천로12번길 50 ,052-226-2801,052-226-2801은 울산 남구 야음장생포동 주민센터의 전화번호입니다,,052-267-5068,052-267-5068은 울산 남구 야음장생포동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1139,울산,남구,대현동행정복지센터,울산광역시 남구 수암로 182,052-226-2802,052-226-2802은 울산 남구 대현동 주민센터의 전화번호입니다,,052-209-4429,052-209-4429은 울산 동구 남목3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1140,울산,남구,수암동행정복지센터,울산광역시 남구 중앙로 32,052-287-0505,052-287-0505은 울산 북구 효문동 주민센터의 전화번호입니다,,052-290-4549,052-290-4549은 울산 중구 반구2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1141,울산,남구,선암동행정복지센터,"울산광역시 남구 산업로339번길 17, 2층",052-226-2804,052-226-2804은 울산 남구 선암동 주민센터의 전화번호입니다,,052-290-4569,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1142,울산,동구,방어동행정복지센터,울산광역시 동구 꽃바위로 325,052-209-4150,052-209-4150은 울산 동구 방어동 주민센터의 전화번호입니다,,052-209-4159,052-209-4159은 울산 동구 방어동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1143,울산,동구,일산동행정복지센터,울산광역시 동구 일산진11길 123,052-282-6270,052-282-6270은 울산 북구 농소3동 주민센터의 전화번호입니다,,052-209-4189,052-209-4189은 울산 동구 일산동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1144,울산,동구,화정동행정복지센터,울산광역시 동구 대송로 140,052-290-4740,052-290-4740은 울산 중구 약사동 주민센터의 전화번호입니다,,052-209-4219,052-209-4219은 울산 동구 화정동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1145,울산,동구,대송동행정복지센터,울산광역시 동구 대송5길 10,052-282-6270,052-282-6270은 울산 북구 농소3동 주민센터의 전화번호입니다,,052-209-4249,052-209-4249은 울산 동구 대송동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1146,울산,동구,전하1동행정복지센터,울산광역시 동구 바드래3길 55,,,,052-209-4279,052-209-4279은 울산 동구 전하1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1147,울산,동구,전하2동행정복지센터,울산광역시 동구 진성4길 45,052-209-4300,052-209-4300은 울산 동구 전하2동 주민센터의 전화번호입니다,,052-209-4308,052-209-4308은 울산 동구 전하2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1149,울산,동구,남목2동행정복지센터,울산광역시 동구 명덕6길 33,052-209-4390,052-209-4390은 울산 동구 남목2동 주민센터의 전화번호입니다,,052-209-4399,052-209-4399은 울산 동구 남목2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1150,울산,동구,남목3동행정복지센터,울산광역시 동구 동해안로 100,052-209-4420,052-209-4420은 울산 동구 남목3동 주민센터의 전화번호입니다,,052-209-4429,052-209-4429은 울산 동구 남목3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1152,울산,북구,농소2동행정복지센터,울산광역시 북구 찬샘1길 24,052-295-6597,052-295-6597은 울산 북구 농소2동 주민센터의 전화번호입니다,,052-209-4399,052-209-4399은 울산 동구 남목2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1153,울산,북구,농소3동행정복지센터,울산광역시 북구 신답로 77,052-282-6270,052-282-6270은 울산 북구 농소3동 주민센터의 전화번호입니다,,052-209-4429,052-209-4429은 울산 동구 남목3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1154,울산,북구,강동동행정복지센터,울산광역시 북구 무룡로 1096,052-295-9001,052-295-9001은 울산 북구 강동동 주민센터의 전화번호입니다,,052-209-4429,052-209-4429은 울산 동구 남목3동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1155,울산,북구,효문동행정복지센터,울산광역시 북구 산업로 970,052-287-0505,052-287-0505은 울산 북구 효문동 주민센터의 전화번호입니다,,052-224-1030,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1156,울산,북구,송정동행정복지센터,울산광역시 북구 송내14길 41,052-287-0506,052-287-0506은 울산 북구 송정동 주민센터의 전화번호입니다,,052-209-4279,052-209-4279은 울산 동구 전하1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1157,울산,북구,양정동행정복지센터,울산광역시 북구 오치골3길 16-1,052-241-8528,052-241-8528은 울산 북구 양정동 주민센터의 전화번호입니다,,052-209-4189,052-209-4189은 울산 동구 일산동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1158,울산,북구,염포동행정복지센터,울산광역시 북구 염포로 707,052-288-4438,052-288-4438은 울산 북구 염포동 주민센터의 전화번호입니다,,052-241-8488,052-241-8488은 울산 북구 염포동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1161,울산,울주군,언양읍행정복지센터,울산광역시 울주군 언양읍 동문길 7,052-262-3001,052-262-3001은 울산 울주군 언양읍 주민센터의 전화번호입니다,,052-256-9303,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1163,울산,울주군,청량읍행정복지센터,울산광역시 울주군 청량읍 신덕하3길 5,052-204-0421,,,052-210-5759,,,성공,TRUE,성공,FALSE,FALSE,FALSE,0,매칭실패,매칭실패,웹 검색 완료 - 추가 검증 필요,
1164,울산,울주군,삼남읍행정복지센터,울산광역시 울주군 삼남읍 작괘들길 2,052-263-8860,052-263-8860은 울산 울주군 삼남읍 주민센터의 전화번호입니다,,052-210-5759,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1168,울산,울주군,두서면행정복지센터,울산광역시 울주군 두서면 반구대로 1817-11,052-262-6400,052-262-6400은 울산 울주군 두서면 주민센터의 전화번호입니다,,052-290-4549,052-290-4549은 울산 중구 반구2동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1169,울산,울주군,상북면행정복지센터,울산광역시 울주군 상북면 도동신리로 5,,,,052-290-4709,052-290-4709은 울산 중구 병영1동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1171,세종,,조치원읍행정복지센터,세종특별자치시 조치원읍 새내16길 17 ,,,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1172,세종,,연기면행정복지센터,세종특별자치시 연기면 당산로 81,044-301-5200,044-301-5200은 세종시 세종시 연기면 주민센터의 전화번호입니다,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1173,세종,,연동면행정복지센터,세종특별자치시 연동면 장욱진로 7,044-301-5300,044-301-5300은 세종시 세종시 연동면 주민센터의 전화번호입니다,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1174,세종,,부강면행정복지센터,세종특별자치시 부강면 부강5길 38,044-715-5027,,,044-301-5429,044-301-5429은 세종시 세종시 부강면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1175,세종,,금남면행정복지센터,세종특별자치시 금남면 용포로 57,044-301-5500,044-301-5500은 세종시 세종시 금남면 주민센터의 전화번호입니다,,044-301-5529,044-301-5529은 세종시 세종시 금남면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1176,세종,,장군면행정복지센터,세종특별자치시 장군면 장척로 400-1,044-301-5611,,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1177,세종,,연서면행정복지센터,세종특별자치시 연서면 대첩로 238,044-301-5700,044-301-5700은 세종시 세종시 연서면 주민센터의 전화번호입니다,,044-301-5729,044-301-5729은 세종시 세종시 연서면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1178,세종,,전의면행정복지센터,세종특별자치시 전의면 운주산로 1270,044-301-5800,044-301-5800은 세종시 세종시 전의면 주민센터의 전화번호입니다,,044-301-5829,044-301-5829은 세종시 세종시 전의면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1179,세종,,전동면행정복지센터,세종특별자치시 전동면 운주산로 386,044-301-5900,044-301-5900은 세종시 세종시 전동면 주민센터의 전화번호입니다,,044-301-5229,044-301-5229은 세종시 세종시 연기면 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1180,세종,,소정면행정복지센터,세종특별자치시 소정면 소정구길 204,,,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,FALSE,TRUE,80,매칭실패,팩스→팩스,Phase 0 자동 라벨링 완료,
1181,세종,,한솔동행정복지센터,세종특별자치시 한솔동 노을3로 85,044-301-6100,044-301-6100은 세종시 세종시 한솔동 주민센터의 전화번호입니다,,044-301-6129,044-301-6129은 세종시 세종시 한솔동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1182,세종,,도담동행정복지센터,세종특별자치시 도담동 보람로 77,044-301-6200,044-301-6200은 세종시 세종시 도담동 주민센터의 전화번호입니다,,044-301-6229,044-301-6229은 세종시 세종시 도담동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1183,세종,,아름동행정복지센터,세종특별자치시 보듬3로 114,044-301-6300,044-301-6300은 세종시 세종시 아름동 주민센터의 전화번호입니다,,044-301-6329,044-301-6329은 세종시 세종시 아름동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1185,세종,,고운동행정복지센터,세종특별자치시 마음로 284,044-301-6600,044-301-6600은 세종시 세종시 고운동 주민센터의 전화번호입니다,,044-301-6629,044-301-6629은 세종시 세종시 고운동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1186,세종,,보람동행정복지센터,세종특별자치시 호려울로 42,044-301-6700,044-301-6700은 세종시 세종시 보람동 주민센터의 전화번호입니다,,044-864-1840,,,성공,TRUE,성공,TRUE,TRUE,FALSE,80,전화→전화,매칭실패,Phase 0 자동 라벨링 완료,
1187,세종,,새롬동행정복지센터,세종특별자치시 새롬중앙로 44,044-301-6800,044-301-6800은 세종시 세종시 새롬동 주민센터의 전화번호입니다,,044-301-6829,044-301-6829은 세종시 세종시 새롬동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
1188,세종,,대평동행정주민센터,세종특별자치시 대평1길 10,044-301-6900,044-301-6900은 세종시 세종시 대평동 주민센터의 전화번호입니다,,044-301-6929,044-301-6929은 세종시 세종시 대평동 주민센터의 팩스번호입니다,,성공,TRUE,성공,TRUE,TRUE,TRUE,100,전화→전화,팩스→팩스,Phase 0 자동 라벨링 완료,
