연번,시도,시군구,읍면동,주    소,전화번호,실제 기관명,올바른 전화번호,팩스번호,실제 기관명,올바른 팩스번호,팩스전송결과(250711),,
1100,대전,유성구,신성동행정복지센터,대전광역시 유성구 유성대로 1193,042-611-2114,,,042-611-2569,,,성공,,b
1101,대전,유성구,전민동행정복지센터,대전광역시 유성구 유성대로 1719,042-611-2114,,,042-611-6800,,,연결끊김 ,,a
1102,대전,유성구,구즉동행정복지센터,대전광역시 유성구 구룡달전로 22,042-611-6830,,,042-611-2569,,,성공,,b
1103,대전,유성구,관평동행정복지센터,대전광역시 유성구 관평2로 42 ,042-611-2114,,,042-531-3713,,,성공,,a
1104,대전,대덕구,오정동행정복지센터,대전광역시 대덕구 한밭대로972번길 92,042-608-5601,,,,,,#N/A,,b
1105,대전,대덕구,대화동행정복지센터,대전광역시 대덕구 동심5길 10,042-608-5602,,,,,,#N/A,,a
1106,대전,대덕구,회덕동행정복지센터,대전광역시 대덕구 대전로 1376,042-608-5603,,,042-608-3891,,,성공,,b
1107,대전,대덕구,비래동행정복지센터,대전광역시 대덕구 비래동로 10,0501040204,,,042-608-5604,,,연결끊김 ,,a
1108,대전,대덕구,송촌동행정복지센터,대전광역시 대덕구 동춘당로94번길 11,042-638-3003,,,042-608-5605,,,연결끊김 ,,b
1109,대전,대덕구,중리동행정복지센터,대전광역시 대덕구 중리남로 47,042-608-5606,,,,,,#N/A,,a
1110,대전,대덕구,법1동행정복지센터,대전광역시 대덕구 계족로663번길 36,042-608-5607,,,042-608-3887,,,성공,,b
1111,대전,대덕구,법2동행정복지센터,대전광역시 대덕구 동춘당로 187,042-608-5608,,,042-608-3887,,,성공,,a
1112,대전,대덕구,신탄진동행정복지센터,"대전광역시 대덕구 신탄진로 836, 4층",042-608-5609,,,,,,#N/A,,b
1113,대전,대덕구,석봉동행정복지센터,대전광역시 대덕구 대덕대로 1579,042-608-5610,,,,,,#N/A,,a
1114,대전,대덕구,덕암동행정복지센터,대전광역시 대덕구 덕암북로104번길 60,042-608-5611,,,,,,#N/A,,b
1115,대전,대덕구,목상동행정복지센터,대전광역시 대덕구 대덕대로1470번길 7,042-608-5612,,,,,,#N/A,,a
1116,울산,중구,학성동행정복지센터,울산광역시 중구 구교로 92,052-297-3049,,,052-290-4509,,,성공,,b
1117,울산,중구,반구1동행정복지센터,울산광역시 중구 화합로 340,,,,052-209-4368,,,연결끊김,,a
1118,울산,중구,반구2동행정복지센터,울산광역시 중구 구교4길 40,052-295-6597,,,052-290-4549,,,성공,,b
1119,울산,중구,복산동행정복지센터,울산광역시 중구 북부순환도로 610,052-290-4560,,,052-290-4569,,,성공,,a
1120,울산,중구,성안동행정복지센터,울산광역시 중구 백양로 34,052-290-4600,,,052-290-4609,,,성공,,b
1121,울산,중구,중앙동행정복지센터,울산광역시 중구 중앙길 199,052-282-6270,,,052-209-4279,,,성공,,a
1122,울산,중구,우정동행정복지센터,울산광역시 중구 장춘로 30,052-290-4640,,,052-290-4649,,,성공,,b
1123,울산,중구,태화동행정복지센터,울산광역시 중구 유곡로 45,052-290-4660,,,052-290-4669,,,성공,,a
1124,울산,중구,다운동행정복지센터,울산광역시 중구 운곡길 6,052-290-4680,,,052-290-4689,,,성공,,b
1125,울산,중구,병영1동행정복지센터,울산광역시 중구 병영3길 8,052-290-4700,,,052-290-4709,,,성공,,a
1126,울산,중구,병영2동행정복지센터,울산광역시 중구 병영성7길 9,052-290-4720,,,052-290-4729,,,성공,,b
1127,울산,중구,약사동행정복지센터,울산광역시 중구 평산4길 38,052-290-4740,,,052-290-4749,,,성공,,a
1128,울산,남구,신정1동행정복지센터,울산광역시 남구 월평로9번길 7,052-226-2791,,,,,,#N/A,,b
1129,울산,남구,신정2동행정복지센터,울산광역시 남구 봉월로20번길 9,052-226-2792,,,052-209-4368,,,연결끊김,,a
1130,울산,남구,신정3동행정복지센터,울산광역시 남구 월평로103번길 18,052-226-2793,,,052-209-4279,,,성공,,b
1131,울산,남구,신정4동행정복지센터,울산광역시 남구 수암로64번길 16,052-226-2794,,,052-265-5953,,,통화중실패,,a
1132,울산,남구,신정5동행정복지센터,울산광역시 남구 월평로 147,052-226-2795,,,052-209-4399,,,성공,,b
1133,울산,남구,달동행정복지센터,울산광역시 남구 돋질로92번길 28,052-290-4620,,,052-209-4429,,,성공,,a
1134,울산,남구,삼산동행정복지센터,울산광역시 남구 삼산중로131번길 36,052-226-2797,,,052-224-1030,,,성공,,b
1135,울산,남구,삼호동행정복지센터,울산광역시 남구 삼호로 15,052-290-4516,,,052-290-4529,,,성공,,a
1136,울산,남구,무거동행정복지센터,울산광역시 남구 대학로147번길 38,052-226-2799,,,052-228-1979,,,연결끊김 ,,b
1137,울산,남구,옥동행정복지센터,울산광역시 남구 문수로369번길 5,052-226-2800,,,052-209-4399,,,성공,,a
1138,울산,남구,야음장생포동행정복지센터,울산광역시 남구 여천로12번길 50 ,052-226-2801,,,052-267-5068,,,성공,,b
1139,울산,남구,대현동행정복지센터,울산광역시 남구 수암로 182,052-226-2802,,,052-209-4429,,,성공,,a
1140,울산,남구,수암동행정복지센터,울산광역시 남구 중앙로 32,052-287-0505,,,052-290-4549,,,성공,,b
1141,울산,남구,선암동행정복지센터,"울산광역시 남구 산업로339번길 17, 2층",052-226-2804,,,052-290-4569,,,성공,,a
1142,울산,동구,방어동행정복지센터,울산광역시 동구 꽃바위로 325,052-209-4150,,,052-209-4159,,,성공,,b
1143,울산,동구,일산동행정복지센터,울산광역시 동구 일산진11길 123,052-282-6270,,,052-209-4189,,,성공,,a
1144,울산,동구,화정동행정복지센터,울산광역시 동구 대송로 140,052-290-4740,,,052-209-4219,,,성공,,b
1145,울산,동구,대송동행정복지센터,울산광역시 동구 대송5길 10,052-282-6270,,,052-209-4249,,,성공,,a
1146,울산,동구,전하1동행정복지센터,울산광역시 동구 바드래3길 55,,,,052-209-4279,,,성공,,b
1147,울산,동구,전하2동행정복지센터,울산광역시 동구 진성4길 45,052-209-4300,,,052-209-4308,,,성공,,a
1148,울산,동구,남목1동행정복지센터,울산광역시 동구 방어진순환도로 1170,,,,052-209-4368,,,연결끊김,,b
1149,울산,동구,남목2동행정복지센터,울산광역시 동구 명덕6길 33,052-209-4390,,,052-209-4399,,,성공,,a
1150,울산,동구,남목3동행정복지센터,울산광역시 동구 동해안로 100,052-209-4420,,,052-209-4429,,,성공,,b
1151,울산,북구,농소1동행정복지센터,울산광역시 북구 호계2길 10,052-295-6200,,,,,,#N/A,,a
1152,울산,북구,농소2동행정복지센터,울산광역시 북구 찬샘1길 24,052-295-6597,,,052-209-4399,,,성공,,b
1153,울산,북구,농소3동행정복지센터,울산광역시 북구 신답로 77,052-282-6270,,,052-209-4429,,,성공,,a
1154,울산,북구,강동동행정복지센터,울산광역시 북구 무룡로 1096,052-295-9001,,,052-209-4429,,,성공,,b
1155,울산,북구,효문동행정복지센터,울산광역시 북구 산업로 970,052-287-0505,,,052-224-1030,,,성공,,a
1156,울산,북구,송정동행정복지센터,울산광역시 북구 송내14길 41,052-287-0506,,,052-209-4279,,,성공,,b
1157,울산,북구,양정동행정복지센터,울산광역시 북구 오치골3길 16-1,052-241-8528,,,052-209-4189,,,성공,,a
1158,울산,북구,염포동행정복지센터,울산광역시 북구 염포로 707,052-288-4438,,,052-241-8488,,,성공,,b
1159,울산,울주군,범서읍행정복지센터,울산광역시 울주군 범서읍 송현길 72 ,,,,,,,#N/A,,a
1160,울산,울주군,온산읍행정복지센터,울산광역시 울주군 온산읍 덕신로 303,052-229-9300,,,052-204-4366,,,연결끊김 ,,b
1161,울산,울주군,언양읍행정복지센터,울산광역시 울주군 언양읍 동문길 7,052-262-3001,,,052-256-9303,,,성공,,a
1162,울산,울주군,온양읍행정복지센터,울산광역시 울주군 온양읍 남창1길 20,052-238-3505,,,,,,#N/A,,b
1163,울산,울주군,청량읍행정복지센터,울산광역시 울주군 청량읍 신덕하3길 5,052-204-0421,,,052-210-5759,,,성공,,a
1164,울산,울주군,삼남읍행정복지센터,울산광역시 울주군 삼남읍 작괘들길 2,052-263-8860,,,052-210-5759,,,성공,,b
1165,울산,울주군,서생면행정복지센터,울산광역시 울주군 서생면 해맞이로 894,052-239-5301,,,052-211-5000,,,연결끊김 ,,a
1166,울산,울주군,웅촌면행정복지센터,울산광역시 울주군 웅촌면 새초천길 12,052-225-3001,,,,,,#N/A,,b
1167,울산,울주군,두동면행정복지센터,울산광역시 울주군 두동면 대밀길 28,052-262-7511,,,,,,#N/A,,a
1168,울산,울주군,두서면행정복지센터,울산광역시 울주군 두서면 반구대로 1817-11,052-262-6400,,,052-290-4549,,,성공,,b
1169,울산,울주군,상북면행정복지센터,울산광역시 울주군 상북면 도동신리로 5,,,,052-290-4709,,,성공,,a
1170,울산,울주군,삼동면행정복지센터,울산광역시 울주군 삼동면 삼동로 777,052-264-8044,,,,,,#N/A,,b
1171,세종,,조치원읍행정복지센터,세종특별자치시 조치원읍 새내16길 17 ,,,,044-301-6329,,,성공,,a
1172,세종,,연기면행정복지센터,세종특별자치시 연기면 당산로 81,044-301-5200,,,044-301-6329,,,성공,,b
1173,세종,,연동면행정복지센터,세종특별자치시 연동면 장욱진로 7,044-301-5300,,,044-301-6329,,,성공,,a
1174,세종,,부강면행정복지센터,세종특별자치시 부강면 부강5길 38,044-715-5027,,,044-301-5429,,,성공,,b
1175,세종,,금남면행정복지센터,세종특별자치시 금남면 용포로 57,044-301-5500,,,044-301-5529,,,성공,,a
1176,세종,,장군면행정복지센터,세종특별자치시 장군면 장척로 400-1,044-301-5611,,,044-301-6329,,,성공,,b
1177,세종,,연서면행정복지센터,세종특별자치시 연서면 대첩로 238,044-301-5700,,,044-301-5729,,,성공,,a
1178,세종,,전의면행정복지센터,세종특별자치시 전의면 운주산로 1270,044-301-5800,,,044-301-5829,,,성공,,b
1179,세종,,전동면행정복지센터,세종특별자치시 전동면 운주산로 386,044-301-5900,,,044-301-5229,,,성공,,a
1180,세종,,소정면행정복지센터,세종특별자치시 소정면 소정구길 204,,,,044-301-6329,,,성공,,b
1181,세종,,한솔동행정복지센터,세종특별자치시 한솔동 노을3로 85,044-301-6100,,,044-301-6129,,,성공,,a
1182,세종,,도담동행정복지센터,세종특별자치시 도담동 보람로 77,044-301-6200,,,044-301-6229,,,성공,,b
1183,세종,,아름동행정복지센터,세종특별자치시 보듬3로 114,044-301-6300,,,044-301-6329,,,성공,,a
1184,세종,,종촌동행정복지센터,세종특별자치시 도움3로 125,044-301-6400,,,044-301-6429,,,연결끊김 ,,b
1185,세종,,고운동행정복지센터,세종특별자치시 마음로 284,044-301-6600,,,044-301-6629,,,성공,,a
1186,세종,,보람동행정복지센터,세종특별자치시 호려울로 42,044-301-6700,,,044-864-1840,,,성공,,b
1187,세종,,새롬동행정복지센터,세종특별자치시 새롬중앙로 44,044-301-6800,,,044-301-6829,,,성공,,a
1188,세종,,대평동행정주민센터,세종특별자치시 대평1길 10,044-301-6900,,,044-301-6929,,,성공,,b
1189,세종,,소담동행정주민센터,세종특별자치시 한누리대로 2023,044-301-7000,,,044-301-6329,,,성공,,a
1190,세종,,다정동행정주민센터,세종특별자치시 다정남3로 10,044-301-7100,,,044-301-7129,,,성공,,b
1191,세종,,반곡동행정주민센터,세종특별자치시 반곡로 39,044-301-7300,,,044-410-3609,,,성공,,a
1192,세종,,어진동행정주민센터,세종특별자치시 다솜1로31,044-903-4990,,,,,,#N/A,,b
1193,세종,,나성동행정주민센터,세종특별자치시 갈매로 280,044-301-7600,,,,,,#N/A,,a
1194,세종,,해밀동행정주민센터,세종특별자치시 해밀1로 45,044-301-7400,,,044-301-7429,,,성공,,b
1195,경기,수원시 장안구,파장동 행정복지센터,경기도 수원시 장안구 파장천로 60,031-228-5834,,,,,,#N/A,,a
1196,경기,수원시 장안구,율천동 행정복지센터,경기도 수원시 장안구 서부로2106번길 27,031-278-3914,,,031-369-2525,,,성공,,b
1197,경기,수원시 장안구,정자1동 행정복지센터,경기도 수원시 장안구 정자로130번길 20,031-228-5626,,,031-729-7929,,,성공,,a
1198,경기,수원시 장안구,정자2동 행정복지센터,경기도 수원시 장안구 송정로24번길 34,031-729-7710,,,031-729-7709,,,성공,,b
1199,경기,수원시 장안구,정자3동 행정복지센터,경기도 수원시 장안구 대평로 85,031-729-7730,,,031-729-7729,,,성공,,a
1200,경기,수원시 장안구,영화동 행정복지센터,경기도 수원시 장안구 수성로382번길 24,031-228-5145,,,,,,#N/A,,b
1201,경기,수원시 장안구,송죽동 행정복지센터,경기도 수원시 장안구 송원로41번길 16-21,031-248-1318,,,031-369-2522,,,성공,,a
1202,경기,수원시 장안구,조원1동 행정복지센터,경기도 수원시 장안구 금당로 56,031-228-5626,,,031-369-2541,,,성공,,b
1203,경기,수원시 장안구,조원2동 행정복지센터,경기도 수원시 장안구 송원로 109-50,031-228-5613,,,,,,#N/A,,a
1204,경기,수원시 장안구,연무동 행정복지센터,경기도 수원시 장안구 경수대로 757,,,,031-369-2529,,,성공,,b
1205,경기,수원시 권선구,세류1동 행정복지센터,경기도 수원시 권선구 세류로38번길 10,031-228-6822,,,031-228-6842,,,연결끊김 ,,a
1206,경기,수원시 권선구,세류2동 행정복지센터,경기도 수원시 권선구 덕영대로 1107,031-228-6603,,,031-228-6723,,,연결끊김 ,,b
1207,경기,수원시 권선구,세류3동 행정복지센터,경기도 수원시 권선구 정조로 557,031-228-6644,,,031-228-6663,,,연결끊김 ,,a
1208,경기,수원시 권선구,평동 행정복지센터,경기도 수원시 권선구 평동로76번길 13,031-760-1575,,,031-760-1438,,,성공,,b
1209,경기,수원시 권선구,서둔동 행정복지센터,경기도 수원시 권선구 서호로 146,031-228-6826,,,,,,#N/A,,a
1210,경기,수원시 권선구,구운동 행정복지센터,경기도 수원시 권선구 구운로47번길 57-33,031-228-6156,,,,,,#N/A,,b
1211,경기,수원시 권선구,금곡동 행정복지센터,경기도 수원시 권선구 금곡로196번길 20,031-228-6648,,,031-729-7909,,,성공,,a
1212,경기,수원시 권선구,호매실동 행정복지센터,경기도 수원시 권선구 칠보로 161,031-228-6853,,,031-228-6613,,,응답없음,,b
1213,경기,수원시 권선구,권선1동 행정복지센터,경기도 수원시 권선구 경수대로352번길 29,031-228-6830,,,,,,#N/A,,a
1214,경기,수원시 권선구,권선2동 행정복지센터,경기도 수원시 권선구 권중로 85,031-228-6714,,,031-228-6654,,,연결끊김 ,,b
1215,경기,수원시 권선구,곡선동 행정복지센터,경기도 수원시 권선구 동수원로146번길 174,031-228-6072,,,,,,#N/A,,a
1216,경기,수원시 권선구,입북동 행정복지센터,경기도 수원시 권선구 입북로 17,031-228-6612,,,,,,#N/A,,b
1217,경기,수원시 팔달구,행궁동 행정복지센터,경기도 수원시 팔달구 신풍로23번길 40,,,,031-228-7675,,,연결끊김 ,,a
1218,경기,수원시 팔달구,매교동 행정복지센터,경기도 수원시 팔달구 효원로89번길 60,031-217-1717,,,031-211-1719,,,전화번호오류,,b
1219,경기,수원시 팔달구,매산동 행정복지센터,경기도 수원시 팔달구 매산로 45,,,,031-231-3845,,,라인혼잡,,a
1220,경기,수원시 팔달구,고등동 행정복지센터,경기도 수원시 팔달구 고등로 37,031-729-5890,,,,,,#N/A,,b
1221,경기,수원시 팔달구,화서1동 행정복지센터,경기도 수원시 팔달구 동말로4번길 10,031-228-7727,,,031-228-7718,,,연결끊김 ,,a
